id,attribut,valeur,ref,impactprix,impactpoids,qtt,ean
48,"Taille:select:1, Couleur:select:2","30 (x48):1,Violet :2",695146,189.2,0.712,9003146951466,10
48,"Taille:select:1, Couleur:select:2","40 (x40):1,Violet :2",695147,297.2,2.039,9003146951473,10
48,"Taille:select:1, Couleur:select:2","20 (x144):1,Crystal Blue AB:2",262027,333.2,0.386,9003142620274,10
48,"Taille:select:1, Couleur:select:2","30 (x48):1,Crystal Blue AB:2",262029,179.2,0.645,9003142620298,10
48,"Taille:select:1, Couleur:select:2","40 (x40):1,Crystal Blue AB:2",262035,283.2,2.051,9003142620359,10
48,"Taille:select:1, Couleur:select:2","30 (x48):1,Crystal Golden Shadow:2",987871,179.2,0.645,9003149878715,10
48,"Taille:select:1, Couleur:select:2","40 (x40):1,Crystal Golden Shadow:2",982134,283.2,2.766,9003149821346,10
48,"Taille:select:1, Couleur:select:2","30 (x48):1,Crystal Golden Teak:2",679428,179.2,0.645,9003146794285,10
48,"Taille:select:1, Couleur:select:2","40 (x40):1,Crystal Golden Teak:2",889227,283.2,2.766,9003148892279,10
48,"Taille:select:1, Couleur:select:2","30 (x48):1,Crystal Silver Glaze:2",5101421,179.2,0.645,9009651014214,10
48,"Taille:select:1, Couleur:select:2","40 (x40):1,Crystal Silver Glaze:2",5101422,283.2,2.766,9009651014221,10
48,"Taille:select:1, Couleur:select:2","30 (x48):1,Arctic White :2",5284410,189.2,0.236,9009652844100,10
49,"Taille:select:1, Couleur:select:2","30 (x48):1,Crystal :2",5279221,0,0,9009652792210,10
49,"Taille:select:1, Couleur:select:2","40 (x40):1,Crystal :2",5279222,104,2.121,9009652792227,10
50,"Taille:select:1, Couleur:select:2","30x24 (x144):1,Crystal :2",159054,118,0.277,9003141590547,10
50,"Taille:select:1, Couleur:select:2","40x34 (x48):1,Crystal :2",159211,10,0,9003141592114,10
50,"Taille:select:1, Couleur:select:2","50x42 (x28):1,Crystal :2",159212,0,0.19,9003141592121,10
51,"Taille:select:1, Couleur:select:2","38x16 (x150):1,Crystal :2",159040,0,0,9003141590400,10
52,"Taille:select:1, Couleur:select:2","18x7.5 (x162):1,Crystal :2",159213,692,0.67,9003141592138,10
52,"Taille:select:1, Couleur:select:2","40x11 (x336):1,Crystal :2",159214,43,0.395,9003141592145,10
52,"Taille:select:1, Couleur:select:2","50x14 (x150):1,Crystal :2",159215,0,0.178,9003141592152,10
52,"Taille:select:1, Couleur:select:2","63x13 (x150):1,Crystal :2",159216,112,0.355,9003141592169,10
52,"Taille:select:1, Couleur:select:2","100x20 (x48):1,Crystal :2",159217,51,0.124,9003141592176,10
52,"Taille:select:1, Couleur:select:2","40x11 (x336):1,Antique Green :2",207943,99,0.398,9003142079430,10
52,"Taille:select:1, Couleur:select:2","40x11 (x336):1,Blue Violet :2",941297,99,0.494,9003149412971,10
52,"Taille:select:1, Couleur:select:2","40x11 (x336):1,Bordeaux :2",661906,99,0.336,9003146619069,10
52,"Taille:select:1, Couleur:select:2","40x11 (x336):1,Dark Sapphire :2",943313,99,0.324,9003149433136,10
52,"Taille:select:1, Couleur:select:2","40x11 (x336):1,Jet :2",624856,99,0.418,9003146248566,10
52,"Taille:select:1, Couleur:select:2","40x11 (x336):1,Light Peridot :2",686085,99,0.395,9003146860850,10
52,"Taille:select:1, Couleur:select:2","40x11 (x336):1,Light Topaz :2",247741,99,0.412,9003142477410,10
52,"Taille:select:1, Couleur:select:2","40x11 (x336):1,Medium Sapphire :2",182808,99,0.398,9003141828084,10
52,"Taille:select:1, Couleur:select:2","40x11 (x336):1,Rosaline :2",178664,99,0.398,9003141786643,10
52,"Taille:select:1, Couleur:select:2","40x11 (x336):1,Topaz :2",941296,99,0,9003149412964,10
52,"Taille:select:1, Couleur:select:2","40x11 (x336):1,Crystal Blue AB:2",170300,85,0.395,9003141703008,10
52,"Taille:select:1, Couleur:select:2","40x11 (x336):1,Crystal Golden Shadow:2",1136566,85,0.395,9007811365664,10
52,"Taille:select:1, Couleur:select:2","40x11 (x336):1,Crystal Golden Teak:2",681160,85,0.395,9003146811609,10
52,"Taille:select:1, Couleur:select:2","50x14 (x150):1,Crystal Golden Teak:2",657377,34,0.178,9003146573774,10
52,"Taille:select:1, Couleur:select:2","63x13 (x150):1,Crystal Golden Teak:2",679322,163,0.355,9003146793226,10
52,"Taille:select:1, Couleur:select:2","100x20 (x48):1,Crystal Golden Teak:2",908459,94,0.124,9003149084598,10
52,"Taille:select:1, Couleur:select:2","40x11 (x336):1,Crystal Silver Glaze:2",5101427,85,0.395,9009651014276,10
53,"Taille:select:1, Couleur:select:2","38x14 (x288):1,Crystal :2",159052,0,0,9003141590523,10
53,"Taille:select:1, Couleur:select:2","63x21 (x90):1,Crystal :2",159220,112,0.394,9003141592206,10
54,"Taille:select:1, Couleur:select:2","20x12 (x600):1,Crystal :2",158737,0,0,9003141587370,10
55,"Taille:select:1, Couleur:select:2","63x16 (x125):1,Crystal :2",159222,154,1.12,9003141592220,10
55,"Taille:select:1, Couleur:select:2","76x20 (x48):1,Crystal :2",159223,0,0,9003141592237,10
56,"Taille:select:1, Couleur:select:2","28x17 (x400):1,Crystal :2",159224,449,1.217,9003141592244,10
56,"Taille:select:1, Couleur:select:2","38x22 (x192):1,Crystal :2",159139,251,1.171,9003141591391,10
56,"Taille:select:1, Couleur:select:2","50x29 (x72):1,Crystal :2",159023,99,1.167,9003141590233,10
56,"Taille:select:1, Couleur:select:2","63x37 (x45):1,Crystal :2",159225,154,1.618,9003141592251,10
56,"Taille:select:1, Couleur:select:2","76x44 (x30):1,Crystal :2",159226,165,2.177,9003141592268,10
56,"Taille:select:1, Couleur:select:2","89x52 (x21):1,Crystal :2",196214,124,1.641,9003141962146,10
56,"Taille:select:1, Couleur:select:2","100x58 (x12):1,Crystal :2",5079537,110,1.151,9009650795374,10
56,"Taille:select:1, Couleur:select:2","125x73 (x6):1,Crystal :2",287422,121,1.167,9003142874226,10
56,"Taille:select:1, Couleur:select:2","150x88 (x2):1,Crystal :2",5079538,0,0,9009650795381,10
56,"Taille:select:1, Couleur:select:2","175x102 (x2):1,Crystal :2",5290983,166,0.369,9009652909830,10
56,"Taille:select:1, Couleur:select:2","28x17 (x400):1,Antique Green :2",207946,556,1.22,9003142079461,10
56,"Taille:select:1, Couleur:select:2","38x22 (x192):1,Antique Green :2",207947,320,1.174,9003142079478,10
56,"Taille:select:1, Couleur:select:2","50x29 (x72):1,Antique Green :2",207948,141,1.17,9003142079485,10
56,"Taille:select:1, Couleur:select:2","28x17 (x400):1,Blue Violet :2",687225,556,1.331,9003146872259,10
56,"Taille:select:1, Couleur:select:2","38x22 (x192):1,Blue Violet :2",627116,320,1.298,9003146271168,10
56,"Taille:select:1, Couleur:select:2","50x29 (x72):1,Blue Violet :2",627115,141,1.285,9003146271151,10
56,"Taille:select:1, Couleur:select:2","28x17 (x400):1,Bordeaux :2",844235,556,1.149,9003148442351,10
56,"Taille:select:1, Couleur:select:2","38x22 (x192):1,Bordeaux :2",661914,320,1.094,9003146619144,10
56,"Taille:select:1, Couleur:select:2","50x29 (x72):1,Bordeaux :2",844236,141,1.096,9003148442368,10
56,"Taille:select:1, Couleur:select:2","28x17 (x400):1,Dark Sapphire :2",943314,556,1.135,9003149433143,10
56,"Taille:select:1, Couleur:select:2","38x22 (x192):1,Dark Sapphire :2",943315,320,1.079,9003149433150,10
56,"Taille:select:1, Couleur:select:2","50x29 (x72):1,Dark Sapphire :2",1002766,141,1.082,9007810027662,10
56,"Taille:select:1, Couleur:select:2","28x17 (x400):1,Emerald :2",844240,556,1.177,9003148442405,10
56,"Taille:select:1, Couleur:select:2","38x22 (x192):1,Emerald :2",844241,320,1.126,9003148442412,10
56,"Taille:select:1, Couleur:select:2","50x29 (x72):1,Emerald :2",941298,141,1.126,9003149412988,10
56,"Taille:select:1, Couleur:select:2","28x17 (x400):1,Jet :2",621615,556,1.243,9003146216152,10
56,"Taille:select:1, Couleur:select:2","38x22 (x192):1,Jet :2",297008,320,1.2,9003142970089,10
56,"Taille:select:1, Couleur:select:2","50x29 (x72):1,Jet :2",621616,141,1.194,9003146216169,10
56,"Taille:select:1, Couleur:select:2","63x37 (x45):1,Jet :2",660054,207,1.653,9003146600548,10
56,"Taille:select:1, Couleur:select:2","28x17 (x400):1,Light Peridot :2",686089,556,1.217,9003146860898,10
56,"Taille:select:1, Couleur:select:2","38x22 (x192):1,Light Peridot :2",686090,320,1.171,9003146860904,10
56,"Taille:select:1, Couleur:select:2","50x29 (x72):1,Light Peridot :2",652377,141,1.167,9003146523779,10
56,"Taille:select:1, Couleur:select:2","28x17 (x400):1,Light Topaz :2",941301,556,1.236,9003149413015,10
56,"Taille:select:1, Couleur:select:2","38x22 (x192):1,Light Topaz :2",249530,320,1.192,9003142495308,10
56,"Taille:select:1, Couleur:select:2","50x29 (x72):1,Light Topaz :2",249531,141,1.187,9003142495315,10
56,"Taille:select:1, Couleur:select:2","28x17 (x400):1,Medium Sapphire :2",182801,556,1.22,9003141828015,10
56,"Taille:select:1, Couleur:select:2","38x22 (x192):1,Medium Sapphire :2",182802,320,1.174,9003141828022,10
56,"Taille:select:1, Couleur:select:2","50x29 (x72):1,Medium Sapphire :2",182313,141,1.17,9003141823133,10
56,"Taille:select:1, Couleur:select:2","28x17 (x400):1,Rosaline :2",168696,556,1.22,9003141686967,10
56,"Taille:select:1, Couleur:select:2","38x22 (x192):1,Rosaline :2",168695,320,1.174,9003141686950,10
56,"Taille:select:1, Couleur:select:2","50x29 (x72):1,Rosaline :2",165199,141,1.17,9003141651996,10
56,"Taille:select:1, Couleur:select:2","63x37 (x45):1,Rosaline :2",170013,207,1.622,9003141700137,10
56,"Taille:select:1, Couleur:select:2","28x17 (x400):1,Silk :2",5039179,556,0.893,9009650391798,10
56,"Taille:select:1, Couleur:select:2","38x22 (x192):1,Silk :2",5039180,320,0.81,9009650391804,10
56,"Taille:select:1, Couleur:select:2","50x29 (x72):1,Silk :2",5039181,141,0.834,9009650391811,10
56,"Taille:select:1, Couleur:select:2","28x17 (x400):1,Topaz :2",652323,556,0.76,9003146523236,10
56,"Taille:select:1, Couleur:select:2","38x22 (x192):1,Topaz :2",627132,320,0.661,9003146271328,10
56,"Taille:select:1, Couleur:select:2","50x29 (x72):1,Topaz :2",626242,141,0.697,9003146262425,10
56,"Taille:select:1, Couleur:select:2","63x37 (x45):1,Topaz :2",693312,207,1.007,9003146933127,10
56,"Taille:select:1, Couleur:select:2","28x17 (x400):1,Violet :2",844290,556,1.283,9003148442900,10
56,"Taille:select:1, Couleur:select:2","38x22 (x192):1,Violet :2",844291,320,1.244,9003148442917,10
56,"Taille:select:1, Couleur:select:2","50x29 (x72):1,Violet :2",941300,141,1.235,9003149413008,10
56,"Taille:select:1, Couleur:select:2","28x17 (x400):1,Crystal Blue AB:2",170597,531,1.217,9003141705972,10
56,"Taille:select:1, Couleur:select:2","38x22 (x192):1,Crystal Blue AB:2",170598,302,1.171,9003141705989,10
56,"Taille:select:1, Couleur:select:2","50x29 (x72):1,Crystal Blue AB:2",170599,129,1.167,9003141705996,10
56,"Taille:select:1, Couleur:select:2","63x37 (x45):1,Crystal Blue AB:2",172502,193,1.618,9003141725024,10
56,"Taille:select:1, Couleur:select:2","76x44 (x30):1,Crystal Blue AB:2",194368,206,2.177,9003141943688,10
56,"Taille:select:1, Couleur:select:2","89x52 (x21):1,Crystal Blue AB:2",632540,159,1.641,9003146325403,10
56,"Taille:select:1, Couleur:select:2","38x22 (x192):1,Crystal Bronze Shade:2",1186986,302,1.171,9007811869865,10
56,"Taille:select:1, Couleur:select:2","50x29 (x72):1,Crystal Bronze Shade:2",1186987,129,1.167,9007811869872,10
56,"Taille:select:1, Couleur:select:2","63x37 (x45):1,Crystal Bronze Shade:2",1186988,193,1.618,9007811869889,10
56,"Taille:select:1, Couleur:select:2","38x22 (x192):1,Crystal Golden Shadow:2",982140,302,1.171,9003149821407,10
56,"Taille:select:1, Couleur:select:2","50x29 (x72):1,Crystal Golden Shadow:2",982157,129,1.167,9003149821575,10
56,"Taille:select:1, Couleur:select:2","63x37 (x45):1,Crystal Golden Shadow:2",982158,193,1.618,9003149821582,10
56,"Taille:select:1, Couleur:select:2","76x44 (x30):1,Crystal Golden Shadow:2",982159,206,2.177,9003149821599,10
56,"Taille:select:1, Couleur:select:2","89x52 (x21):1,Crystal Golden Shadow:2",982160,159,1.641,9003149821605,10
56,"Taille:select:1, Couleur:select:2","28x17 (x400):1,Crystal Golden Teak:2",621608,531,1.217,9003146216084,10
56,"Taille:select:1, Couleur:select:2","38x22 (x192):1,Crystal Golden Teak:2",288050,302,1.171,9003142880500,10
56,"Taille:select:1, Couleur:select:2","50x29 (x72):1,Crystal Golden Teak:2",288051,129,1.167,9003142880517,10
56,"Taille:select:1, Couleur:select:2","63x37 (x45):1,Crystal Golden Teak:2",826548,193,1.618,9003148265486,10
56,"Taille:select:1, Couleur:select:2","76x44 (x30):1,Crystal Golden Teak:2",288052,206,2.177,9003142880524,10
56,"Taille:select:1, Couleur:select:2","89x52 (x21):1,Crystal Golden Teak:2",836783,159,1.641,9003148367838,10
56,"Taille:select:1, Couleur:select:2","38x22 (x192):1,Crystal Lilac:2",5039049,302,1.171,9009650390494,10
56,"Taille:select:1, Couleur:select:2","50x29 (x72):1,Crystal Lilac:2",5039052,129,1.167,9009650390524,10
56,"Taille:select:1, Couleur:select:2","63x37 (x45):1,Crystal Lilac:2",5039044,193,1.618,9009650390449,10
56,"Taille:select:1, Couleur:select:2","38x22 (x192):1,Crystal Silver Glaze:2",5101423,302,1.171,9009651014238,10
56,"Taille:select:1, Couleur:select:2","50x29 (x72):1,Crystal Silver Glaze:2",5101424,129,1.167,9009651014245,10
56,"Taille:select:1, Couleur:select:2","63x27 (x45):1,Crystal Silver Glaze:2",5101425,193,1.618,9009651014252,10
56,"Taille:select:1, Couleur:select:2","38x22 (x192):1,Crystal Silver Shade:2",982317,302,1.171,9003149823173,10
56,"Taille:select:1, Couleur:select:2","50x29 (x72):1,Crystal Silver Shade:2",982319,129,1.167,9003149823197,10
56,"Taille:select:1, Couleur:select:2","63x37 (x45):1,Crystal Silver Shade:2",982320,193,1.618,9003149823203,10
56,"Taille:select:1, Couleur:select:2","76x44 (x30):1,Crystal Silver Shade:2",982321,206,2.177,9003149823210,10
56,"Taille:select:1, Couleur:select:2","89x52 (x21):1,Crystal Silver Shade:2",982323,159,1.641,9003149823234,10
57,"Taille:select:1, Couleur:select:2","28x17 (x400):1,Crystal :2",159227,350,0.238,9003141592275,10
57,"Taille:select:1, Couleur:select:2","38x22 (x192):1,Crystal :2",159228,152,0.272,9003141592282,10
57,"Taille:select:1, Couleur:select:2","50x29 (x72):1,Crystal :2",159042,0,0,9003141590424,10
57,"Taille:select:1, Couleur:select:2","63x37 (x45):1,Crystal :2",159229,55,0.361,9003141592299,10
57,"Taille:select:1, Couleur:select:2","76x44 (x30):1,Crystal :2",159230,66,0.461,9003141592305,10
58,"Taille:select:1, Couleur:select:2","38x25 (x224):1,Crystal :2",159231,354,1.215,9003141592312,10
58,"Taille:select:1, Couleur:select:2","50x34 (x90):1,Crystal :2",159232,264,1.32,9003141592329,10
58,"Taille:select:1, Couleur:select:2","63x43 (x45):1,Crystal :2",159233,211,1.56,9003141592336,10
58,"Taille:select:1, Couleur:select:2","76x52 (x24):1,Crystal :2",1102054,94,0.878,9007811020549,10
58,"Taille:select:1, Couleur:select:2","89x60 (x10):1,Crystal :2",1102155,0,0,9007811021553,10
59,"Taille:select:1, Couleur:select:2","38x22 (x224):1,Crystal :2",159901,160,0.22,9003141599014,10
59,"Taille:select:1, Couleur:select:2","50x29 (x90):1,Crystal :2",159902,0,0,9003141599021,10
59,"Taille:select:1, Couleur:select:2","38x22 (x224):1,Crystal Blue AB:2",181530,220,0.22,9003141815305,10
60,"Taille:select:1, Couleur:select:2","38x22 (x224):1,Crystal :2",159692,160,0,9003141596921,10
60,"Taille:select:1, Couleur:select:2","50x29 (x90):1,Crystal :2",159903,0,0.109,9003141599038,10
61,"Taille:select:1, Couleur:select:2","50x31 (x126):1,Crystal :2",160447,0,0,9003141604473,10
62,"Taille:select:1, Couleur:select:2","50x31 (x126):1,Crystal :2",5279218,0,0,9009652792180,10
63,"Taille:select:1, Couleur:select:2","28x14 (x300):1,Crystal :2",678514,161,0.401,9003146785146,10
63,"Taille:select:1, Couleur:select:2","40x21 (x96):1,Crystal :2",678518,0,0.22,9003146785184,10
63,"Taille:select:1, Couleur:select:2","40x21 (x96):1,Arctic White :2",5284398,39,0,9009652843981,10
64,"Taille:select:1, Couleur:select:2","30 (x175):1,Crystal :2",160330,0,0,9003141603308,10
65,"Taille:select:1, Couleur:select:2","38x27 (x256):1,Crystal :2",159236,319,1.36,9003141592367,10
65,"Taille:select:1, Couleur:select:2","50x35 (x120):1,Crystal :2",159025,234,1.201,9003141590257,10
65,"Taille:select:1, Couleur:select:2","63x43 (x50):1,Crystal :2",159014,104,0.674,9003141590141,10
65,"Taille:select:1, Couleur:select:2","76x52 (x40):1,Crystal :2",159237,178,1.36,9003141592374,10
65,"Taille:select:1, Couleur:select:2","89x62 (x21):1,Crystal :2",159238,146,0.97,9003141592381,10
65,"Taille:select:1, Couleur:select:2","100x70 (x12):1,Crystal :2",159239,107,0.18,9003141592398,10
65,"Taille:select:1, Couleur:select:2","114x79 (x12):1,Crystal :2",159240,171,1.08,9003141592404,10
65,"Taille:select:1, Couleur:select:2","140x97 (x4):1,Crystal :2",287413,0,0,9003142874134,10
65,"Taille:select:1, Couleur:select:2","63x43 (x50):1,Jet :2",250345,147,0.699,9003142503454,10
65,"Taille:select:1, Couleur:select:2","76x52 (x40):1,Jet :2",600860,235,1.399,9003146008603,10
65,"Taille:select:1, Couleur:select:2","50x35 (x120):1,Crystal Golden Shadow:2",982164,285,1.201,9003149821643,10
65,"Taille:select:1, Couleur:select:2","63x43 (x50):1,Crystal Golden Shadow:2",982165,136,0.674,9003149821650,10
65,"Taille:select:1, Couleur:select:2","76x52 (x40):1,Crystal Golden Shadow:2",982166,220,1.36,9003149821667,10
65,"Taille:select:1, Couleur:select:2","89x62 (x21):1,Crystal Golden Shadow:2",982167,183,0.97,9003149821674,10
65,"Taille:select:1, Couleur:select:2","50x35 (x120):1,Crystal Golden Teak:2",294632,285,1.201,9003142946329,10
65,"Taille:select:1, Couleur:select:2","63x43 (x50):1,Crystal Golden Teak:2",826547,136,0.674,9003148265479,10
65,"Taille:select:1, Couleur:select:2","76x52 (x40):1,Crystal Golden Teak:2",294633,220,1.36,9003142946336,10
65,"Taille:select:1, Couleur:select:2","89x62 (x21):1,Crystal Golden Teak:2",839454,183,0.97,9003148394544,10
65,"Taille:select:1, Couleur:select:2","100x70 (x12):1,Crystal Golden Teak:2",878095,139,0.18,9003148780958,10
66,"Taille:select:1, Couleur:select:2","76x50 (x50):1,Crystal :2",159246,121,1.358,9003141592466,10
66,"Taille:select:1, Couleur:select:2","89x59 (x18):1,Crystal :2",159247,0,0,9003141592473,10
67,"Taille:select:1, Couleur:select:2","50x39 (x36):1,Crystal :2",5034021,7,0,9009650340215,10
67,"Taille:select:1, Couleur:select:2","63x51 (x30):1,Crystal :2",5034022,34,1.253,9009650340222,10
67,"Taille:select:1, Couleur:select:2","76x61 (x21):1,Crystal :2",5034023,60,2.057,9009650340239,10
67,"Taille:select:1, Couleur:select:2","89x72 (x8):1,Crystal :2",5034024,0,1.112,9009650340246,10
67,"Taille:select:1, Couleur:select:2","100x81 (x6):1,Crystal :2",5034025,12,1.132,9009650340253,10
67,"Taille:select:1, Couleur:select:2","63x51 (x30):1,Jet :2",5036880,63,1.282,9009650368806,10
67,"Taille:select:1, Couleur:select:2","76x61 (x21):1,Jet :2",5036881,94,2.092,9009650368813,10
67,"Taille:select:1, Couleur:select:2","89x72 (x8):1,Jet :2",5036882,22,1.134,9009650368820,10
67,"Taille:select:1, Couleur:select:2","63x51 (x30):1,Silk :2",5039195,63,0.891,9009650391958,10
67,"Taille:select:1, Couleur:select:2","76x61 (x21):1,Silk :2",5039196,94,1.622,9009650391965,10
67,"Taille:select:1, Couleur:select:2","63x51 (x30):1,Crystal Golden Shadow:2",5046148,56,1.253,9009650461484,10
67,"Taille:select:1, Couleur:select:2","76x61 (x21):1,Crystal Golden Shadow:2",5046152,86,2.057,9009650461521,10
67,"Taille:select:1, Couleur:select:2","89x72 (x8):1,Crystal Golden Shadow:2",5046156,16,1.112,9009650461569,10
67,"Taille:select:1, Couleur:select:2","100x81 (x6):1,Crystal Golden Shadow:2",5046160,30,1.132,9009650461606,10
67,"Taille:select:1, Couleur:select:2","63x51 (x30):1,Crystal Golden Teak:2",5046147,56,1.253,9009650461477,10
67,"Taille:select:1, Couleur:select:2","76x61 (x21):1,Crystal Golden Teak:2",5046151,86,2.057,9009650461514,10
67,"Taille:select:1, Couleur:select:2","89x72 (x8):1,Crystal Golden Teak:2",5046155,16,1.112,9009650461552,10
67,"Taille:select:1, Couleur:select:2","100x81 (x6):1,Crystal Golden Teak:2",5046159,30,1.132,9009650461590,10
67,"Taille:select:1, Couleur:select:2","63x51 (x30):1,Crystal Lilac:2",5039046,56,1.253,9009650390463,10
67,"Taille:select:1, Couleur:select:2","76x61 (x21):1,Crystal Lilac:2",5039053,86,2.057,9009650390531,10
67,"Taille:select:1, Couleur:select:2","63x51 (x30):1,Crystal Silver Shade:2",5046150,56,1.253,9009650461507,10
67,"Taille:select:1, Couleur:select:2","76x61 (x21):1,Crystal Silver Shade:2",5046154,86,2.057,9009650461545,10
67,"Taille:select:1, Couleur:select:2","89x72 (x8):1,Crystal Silver Shade:2",5046158,16,1.112,9009650461583,10
67,"Taille:select:1, Couleur:select:2","100x81 (x6):1,Crystal Silver Shade:2",5046162,30,1.132,9009650461620,10
68,"Taille:select:1, Couleur:select:2","50x30 (x90):1,Crystal :2",159250,44,0.764,9003141592503,10
68,"Taille:select:1, Couleur:select:2","63x37 (x60):1,Crystal :2",159251,42,1.624,9003141592510,10
68,"Taille:select:1, Couleur:select:2","76x44 (x40):1,Crystal :2",969542,39,1.514,9003149695428,10
68,"Taille:select:1, Couleur:select:2","89x52 (x21):1,Crystal :2",969541,14,1.082,9003149695411,10
68,"Taille:select:1, Couleur:select:2","100x59 (x18):1,Crystal :2",193125,100,1.618,9003141931258,10
68,"Taille:select:1, Couleur:select:2","150x88 (x6):1,Crystal :2",159963,0,1.008,9003141599632,10
68,"Taille:select:1, Couleur:select:2","175x102 (x2):1,Crystal :2",5290982,94,0,9009652909823,10
68,"Taille:select:1, Couleur:select:2","76x44 (x40):1,Crystal Golden Shadow:2",982173,71,1.514,9003149821735,10
68,"Taille:select:1, Couleur:select:2","89x52 (x21):1,Crystal Golden Shadow:2",982174,43,1.082,9003149821742,10
68,"Taille:select:1, Couleur:select:2","100x59 (x18):1,Crystal Golden Shadow:2",982170,142,1.618,9003149821704,10
68,"Taille:select:1, Couleur:select:2","76x44 (x40):1,Crystal Golden Teak:2",969556,71,1.514,9003149695565,10
68,"Taille:select:1, Couleur:select:2","89x52 (x21):1,Crystal Golden Teak:2",969559,43,1.082,9003149695596,10
68,"Taille:select:1, Couleur:select:2","100x59 (x18):1,Crystal Golden Teak:2",608783,142,1.618,9003146087837,10
68,"Taille:select:1, Couleur:select:2","150x88 (x6):1,Crystal Golden Teak:2",608784,27,1.008,9003146087844,10
69,"Taille:select:1, Couleur:select:2","1.5 (x5):1,Open End:2",981224,119,1.207,9003149812245,10
69,"Taille:select:1, Couleur:select:2","1.5 (x5):1,Open End:2",981618,49,0.683,9003149816182,10
69,"Taille:select:1, Couleur:select:2","1.5 (x5):1,Open End:2",981733,0,0.283,9003149817332,10
69,"Taille:select:1, Couleur:select:2","1.5 (x5):1,Open End:2",982027,49,0.798,9003149820271,10
69,"Taille:select:1, Couleur:select:2","1.5 (x5):1,Open End:2",982035,45,0.768,9003149820356,10
69,"Taille:select:1, Couleur:select:2","1.5 (x5):1,Open End:2",982197,39,0.598,9003149821971,10
69,"Taille:select:1, Couleur:select:2","1.5 (x5):1,Open End:2",982203,39,0.598,9003149822039,10
69,"Taille:select:1, Couleur:select:2","1.5 (x5):1,Loop:2",981222,120,1.207,9003149812221,10
69,"Taille:select:1, Couleur:select:2","1.5 (x5):1,Loop:2",981614,51,0.683,9003149816144,10
69,"Taille:select:1, Couleur:select:2","1.5 (x5):1,Loop:2",981728,1.3,0.283,9003149817288,10
69,"Taille:select:1, Couleur:select:2","1.5 (x5):1,Loop:2",982023,50,0.798,9003149820233,10
69,"Taille:select:1, Couleur:select:2","1.5 (x5):1,Loop:2",982031,46,0.769,9003149820318,10
69,"Taille:select:1, Couleur:select:2","1.5 (x5):1,Loop:2",982195,40,0.598,9003149821957,10
69,"Taille:select:1, Couleur:select:2","1.5 (x5):1,Loop:2",982200,40,0.598,9003149822008,10
69,"Taille:select:1, Couleur:select:2","2 (x5):1,Open End:2",981225,175,1.571,9003149812252,10
69,"Taille:select:1, Couleur:select:2","2 (x5):1,Open End:2",981619,86,0.902,9003149816199,10
69,"Taille:select:1, Couleur:select:2","2 (x5):1,Open End:2",981735,21.7,0.38,9003149817356,10
69,"Taille:select:1, Couleur:select:2","2 (x5):1,Open End:2",982028,85,1.051,9003149820288,10
69,"Taille:select:1, Couleur:select:2","2 (x5):1,Open End:2",982036,85,1.051,9003149820363,10
69,"Taille:select:1, Couleur:select:2","2 (x5):1,Open End:2",982199,73,0.796,9003149821995,10
69,"Taille:select:1, Couleur:select:2","2 (x5):1,Open End:2",982205,73,0.796,9003149822053,10
69,"Taille:select:1, Couleur:select:2","2 (x4):1,Open End:2",1016523,51,1.066,9007810165234,10
69,"Taille:select:1, Couleur:select:2","1.5 (x5):1,Open End:2",5296978,47,5.446,9009652969780,10
69,"Taille:select:1, Couleur:select:2","1.5 (x5):1,Open End:2",5300005,5.1,0.049,9009653000055,10
69,"Taille:select:1, Couleur:select:2","2 (x5):1,Loop:2",981223,176,1.571,9003149812238,10
69,"Taille:select:1, Couleur:select:2","2 (x5):1,Loop:2",981615,87,0.902,9003149816151,10
69,"Taille:select:1, Couleur:select:2","2 (x5):1,Loop:2",981730,22.8,0.38,9003149817301,10
69,"Taille:select:1, Couleur:select:2","2 (x5):1,Loop:2",982024,86,1.051,9003149820240,10
69,"Taille:select:1, Couleur:select:2","2 (x5):1,Loop:2",982032,86,1.052,9003149820325,10
69,"Taille:select:1, Couleur:select:2","2 (x5):1,Loop:2",982196,74,0.796,9003149821964,10
69,"Taille:select:1, Couleur:select:2","2 (x5):1,Loop:2",982201,74,0.796,9003149822015,10
69,"Taille:select:1, Couleur:select:2","2 (x4):1,Loop:2",1016524,52,1.066,9007810165241,10
69,"Taille:select:1, Couleur:select:2","1.5 (x5):1,Loop:2",5291330,48,5.434,9009652913301,10
69,"Taille:select:1, Couleur:select:2","1.5 (x5):1,Loop:2",5299982,6.3,0.047,9009652999824,10
69,"Taille:select:1, Couleur:select:2","2.5 (x5):1,Open End:2",981620,129,1.16,9003149816205,10
69,"Taille:select:1, Couleur:select:2","2.5 (x5):1,Open End:2",982029,126,1.335,9003149820295,10
69,"Taille:select:1, Couleur:select:2","2.5 (x5):1,Open End:2",982037,126,1.335,9003149820370,10
69,"Taille:select:1, Couleur:select:2","2 (x5):1,Open End:2",5284269,1.9,0.002,9009652842694,10
69,"Taille:select:1, Couleur:select:2","2 (x4):1,Open End:2",5284307,11.4,0.162,9009652843073,10
69,"Taille:select:1, Couleur:select:2","2 (x5):1,Open End:2",5296982,102,7.476,9009652969827,10
69,"Taille:select:1, Couleur:select:2","2 (x5):1,Open End:2",5300021,33,0.199,9009653000215,10
